date,state,district,age_0_5,age_5_17,age_18_greater
2025-04-09,Delhi,North Delhi,22,14,0
2025-04-09,Delhi,North East,14,13,0
2025-04-09,Delhi,North East Delhi,71,26,0
2025-04-09,Delhi,North West Delhi,152,52,2
2025-04-09,Delhi,Shahdara,2,0,0
2025-04-09,Delhi,South Delhi,114,33,1
2025-04-09,Delhi,South West Delhi,65,31,3
2025-04-09,Delhi,West Delhi,143,33,2
2025-04-09,Goa,North Goa,13,2,1
2025-04-09,Goa,South Goa,18,3,1
2025-04-09,Gujarat,Ahmadabad,15,3,0
2025-04-09,Gujarat,Ahmedabad,173,115,4
2025-04-09,Gujarat,Amreli,48,5,1
2025-04-09,Gujarat,Anand,43,5,0
2025-04-09,Gujarat,Arvalli,17,6,0
2025-04-09,Gujarat,Banas Kantha,0,1,0
2025-04-09,Gujarat,Banaskantha,125,104,12
2025-04-09,Gujarat,Bharuch,31,5,0
2025-04-09,Gujarat,Bhavnagar,71,31,5
2025-04-09,Gujarat,Botad,14,1,3
2025-04-09,Gujarat,Chhotaudepur,8,3,2
2025-04-09,Gujarat,Dahod,14,15,1
2025-04-09,Gujarat,Devbhumi Dwarka,22,3,2
2025-04-09,Gujarat,Dohad,5,4,0
2025-04-09,Gujarat,Gandhinagar,52,10,2
2025-04-09,Gujarat,Gir Somnath,30,6,1
2025-04-09,Gujarat,Jamnagar,53,17,3
2025-04-09,Gujarat,Junagadh,93,17,0
2025-04-09,Gujarat,Kachchh,50,28,9
2025-04-09,Gujarat,Kheda,47,12,4
2025-04-09,Gujarat,Mahesana,59,9,0
2025-04-09,Gujarat,Mahisagar,5,4,0
2025-04-09,Gujarat,Morbi,23,6,3
2025-04-09,Gujarat,Narmada,9,2,0
2025-04-09,Gujarat,Navsari,18,1,0
2025-04-09,Gujarat,Panch Mahals,1,0,0
2025-04-09,Gujarat,Panchmahals,16,8,1
2025-04-09,Gujarat,Patan,59,20,3
2025-04-09,Gujarat,Porbandar,21,4,3
2025-04-09,Gujarat,Rajkot,114,33,1
2025-04-09,Gujarat,Sabar Kantha,1,0,0
2025-04-09,Gujarat,Sabarkantha,36,30,8
2025-04-09,Gujarat,Surat,173,75,8
2025-04-09,Gujarat,Surendra Nagar,55,25,4
2025-04-09,Gujarat,Surendranagar,2,0,0
2025-04-09,Gujarat,Tapi,24,4,1
2025-04-09,Gujarat,The Dangs,16,2,2
2025-04-09,Gujarat,Vadodara,81,28,6
2025-04-09,Gujarat,Valsad,18,19,1
2025-04-09,Haryana,Ambala,13,0,0
2025-04-09,Haryana,Bhiwani,38,1,0
2025-04-09,Haryana,Charkhi Dadri,5,0,0
2025-04-09,Haryana,Faridabad,85,37,1
2025-04-09,Haryana,Fatehabad,13,0,0
2025-04-09,Haryana,Gurgaon,45,9,0
2025-04-09,Haryana,Hisar,44,2,0
2025-04-09,Haryana,Jhajjar,35,0,0
2025-04-09,Haryana,Jhajjar *,0,1,0
2025-04-09,Haryana,Jind,46,2,0
2025-04-09,Haryana,Kaithal,17,1,0
2025-04-09,Haryana,Karnal,49,2,0
2025-04-09,Haryana,Kurukshetra,34,1,0
2025-04-09,Haryana,Mahendragarh,38,2,0
2025-04-09,Haryana,Mewat,39,5,0
2025-04-09,Haryana,Palwal,29,3,0
2025-04-09,Haryana,Panchkula,10,2,0
2025-04-09,Haryana,Panipat,26,6,0
2025-04-09,Haryana,Rewari,24,0,0
2025-04-09,Haryana,Rohtak,16,3,0
2025-04-09,Haryana,Sirsa,23,1,0
2025-04-09,Haryana,Sonipat,35,1,0
2025-04-09,Haryana,Yamuna Nagar,54,2,0
2025-04-09,Haryana,Yamunanagar,2,0,0
2025-04-09,Himachal Pradesh,Bilaspur,10,0,0
2025-04-09,Himachal Pradesh,Chamba,2,0,0
2025-04-09,Himachal Pradesh,Hamirpur,14,0,0
2025-04-09,Himachal Pradesh,Kangra,42,3,0
2025-04-09,Himachal Pradesh,Kinnaur,0,2,0
2025-04-09,Himachal Pradesh,Lahul & Spiti,1,0,0
2025-04-09,Himachal Pradesh,Mandi,11,1,0
2025-04-09,Himachal Pradesh,Shimla,6,4,0
2025-04-09,Himachal Pradesh,Sirmaur,4,1,0
2025-04-09,Himachal Pradesh,Solan,8,1,0
2025-04-09,Himachal Pradesh,Una,14,0,0
2025-04-09,Jammu & Kashmir,Baramula,2,0,0
2025-04-09,Jammu & Kashmir,Jammu,0,1,0
2025-04-09,Jammu and Kashmir,Anantnag,29,6,0
2025-04-09,Jammu and Kashmir,Badgam,20,6,0
2025-04-09,Jammu and Kashmir,Bandipore,19,3,0
2025-04-09,Jammu and Kashmir,Baramula,41,10,0
2025-04-09,Jammu and Kashmir,Budgam,6,0,0
2025-04-09,Jammu and Kashmir,Doda,5,1,0
2025-04-09,Jammu and Kashmir,Ganderbal,10,0,0
2025-04-09,Jammu and Kashmir,Jammu,39,10,1
2025-04-09,Jammu and Kashmir,Kargil,4,3,0
2025-04-09,Jammu and Kashmir,Kathua,14,4,0
2025-04-09,Jammu and Kashmir,Kishtwar,2,0,0
2025-04-09,Jammu and Kashmir,Kulgam,11,7,0
2025-04-09,Jammu and Kashmir,Kupwara,44,13,0
2025-04-09,Jammu and Kashmir,Pulwama,23,1,0
2025-04-09,Jammu and Kashmir,Punch,10,7,0
2025-04-09,Jammu and Kashmir,Rajouri,20,8,0
2025-04-09,Jammu and Kashmir,Ramban,2,1,0
2025-04-09,Jammu and Kashmir,Reasi,6,1,0
2025-04-09,Jammu and Kashmir,Samba,3,0,0
2025-04-09,Jammu and Kashmir,Shupiyan,6,1,0
2025-04-09,Jammu and Kashmir,Srinagar,32,2,0
2025-04-09,Jammu and Kashmir,Udhampur,11,2,0
2025-04-09,Jharkhand,Bokaro,42,24,1
2025-04-09,Jharkhand,Chatra,13,5,0
2025-04-09,Jharkhand,Deoghar,33,18,0
2025-04-09,Jharkhand,Dhanbad,59,42,0
2025-04-09,Jharkhand,Dumka,12,23,0
2025-04-09,Jharkhand,East Singhbhum,45,13,1
2025-04-09,Jharkhand,Garhwa,29,10,0
2025-04-09,Jharkhand,Garhwa *,4,0,0
2025-04-09,Jharkhand,Giridih,76,81,0
2025-04-09,Jharkhand,Godda,13,12,1
2025-04-09,Jharkhand,Gumla,33,15,0
2025-04-09,Jharkhand,Hazaribagh,29,11,0
2025-04-09,Jharkhand,Jamtara,40,10,1
2025-04-09,Jharkhand,Khunti,10,6,0
2025-04-09,Jharkhand,Kodarma,3,0,0
2025-04-09,Jharkhand,Koderma,20,10,0
2025-04-09,Jharkhand,Latehar,5,1,0
2025-04-09,Jharkhand,Lohardaga,2,2,0
2025-04-09,Jharkhand,Pakaur,6,6,0
2025-04-09,Jharkhand,Pakur,45,44,0
2025-04-09,Jharkhand,Palamau,4,0,0
2025-04-09,Jharkhand,Palamu,51,11,0
2025-04-09,Jharkhand,Pashchimi Singhbhum,4,2,0
2025-04-09,Jharkhand,Purbi Singhbhum,15,2,0
2025-04-09,Jharkhand,Ramgarh,7,4,1
2025-04-09,Jharkhand,Ranchi,46,15,1
2025-04-09,Jharkhand,Sahebganj,33,20,1
2025-04-09,Jharkhand,Seraikela-Kharsawan,13,11,0
2025-04-09,Jharkhand,Seraikela-kharsawan,0,2,0
2025-04-09,Jharkhand,Simdega,10,3,0
2025-04-09,Jharkhand,West Singhbhum,31,45,2
2025-04-09,Karnataka,Bagalkot,96,29,2
2025-04-09,Karnataka,Bagalkot *,5,0,0
2025-04-09,Karnataka,Ballari,60,7,1
2025-04-09,Karnataka,Bangalore,62,13,0
2025-04-09,Karnataka,Bangalore Rural,21,2,1
2025-04-09,Karnataka,Belagavi,132,10,1
2025-04-09,Karnataka,Belgaum,108,24,0
2025-04-09,Karnataka,Bellary,80,11,0
2025-04-09,Karnataka,Bengaluru,133,47,29
2025-04-09,Karnataka,Bidar,71,16,0
2025-04-09,Karnataka,Bijapur,82,25,0
2025-04-09,Karnataka,Chamarajanagar,5,1,0
2025-04-09,Karnataka,Chamrajanagar,45,8,0
2025-04-09,Karnataka,Chamrajnagar,10,1,0
2025-04-09,Karnataka,Chickmagalur,5,0,0
2025-04-09,Karnataka,Chikkaballapur,34,2,0
2025-04-09,Karnataka,Chikkamagaluru,14,2,0
2025-04-09,Karnataka,Chikmagalur,3,0,0
2025-04-09,Karnataka,Chitradurga,41,4,2
2025-04-09,Karnataka,Dakshina Kannada,56,1,0
2025-04-09,Karnataka,Davanagere,2,2,0
2025-04-09,Karnataka,Davangere,57,7,0
2025-04-09,Karnataka,Dharwad,64,12,1
2025-04-09,Karnataka,Gadag,99,5,2
2025-04-09,Karnataka,Gadag *,7,3,0
2025-04-09,Karnataka,Gulbarga,49,8,0
2025-04-09,Karnataka,Hasan,11,0,0
2025-04-09,Karnataka,Hassan,39,3,0
2025-04-09,Karnataka,Haveri,65,7,0
2025-04-09,Karnataka,Haveri *,1,0,0
2025-04-09,Karnataka,Kalaburagi,72,7,1
2025-04-09,Karnataka,Kodagu,12,0,0
2025-04-09,Karnataka,Kolar,61,7,0
2025-04-09,Karnataka,Koppal,77,19,3
2025-04-09,Karnataka,Mandya,53,2,0
2025-04-09,Karnataka,Mysore,36,4,0
2025-04-09,Karnataka,Mysuru,53,22,6
2025-04-09,Karnataka,Raichur,86,38,1
2025-04-09,Karnataka,Ramanagar,19,36,0
2025-04-09,Karnataka,Shimoga,37,2,0
2025-04-09,Karnataka,Shivamogga,22,1,0
2025-04-09,Karnataka,Tumakuru,35,1,2
2025-04-09,Karnataka,Tumkur,33,1,0
2025-04-09,Karnataka,Udupi,115,4,1
2025-04-09,Karnataka,Uttara Kannada,46,5,2
2025-04-09,Karnataka,Vijayanagara,39,10,1
2025-04-09,Karnataka,Vijayapura,110,26,1
2025-04-09,Karnataka,Yadgir,58,24,0
2025-04-09,Karnataka,yadgir,11,1,0
2025-04-09,Kerala,Alappuzha,3,0,0
2025-04-09,Kerala,Ernakulam,8,11,0
2025-04-09,Kerala,Idukki,7,1,0
2025-04-09,Kerala,Kannur,6,9,0
2025-04-09,Kerala,Kasaragod,9,6,0
2025-04-09,Kerala,Kasargod,1,0,0
2025-04-09,Kerala,Kollam,2,0,0
2025-04-09,Kerala,Kottayam,5,4,0
2025-04-09,Kerala,Kozhikode,24,10,0
2025-04-09,Kerala,Malappuram,68,35,0
2025-04-09,Kerala,Palakkad,7,8,0
2025-04-09,Kerala,Pathanamthitta,5,0,0
2025-04-09,Kerala,Thiruvananthapuram,7,3,0
2025-04-09,Kerala,Thrissur,15,10,1
2025-04-09,Kerala,Wayanad,4,0,0
2025-04-09,Ladakh,Kargil,4,1,0
2025-04-09,Ladakh,Leh,3,0,2
2025-04-09,Lakshadweep,Lakshadweep,2,0,0
2025-04-09,Madhya Pradesh,Agar Malwa,23,9,0
2025-04-09,Madhya Pradesh,Alirajpur,22,50,3
2025-04-09,Madhya Pradesh,Anuppur,18,7,0
2025-04-09,Madhya Pradesh,Ashok Nagar,114,33,1
2025-04-09,Madhya Pradesh,Balaghat,91,7,0
2025-04-09,Madhya Pradesh,Barwani,106,65,4
2025-04-09,Madhya Pradesh,Betul,60,13,0
2025-04-09,Madhya Pradesh,Bhind,58,42,5
2025-04-09,Madhya Pradesh,Bhopal,174,27,0
2025-04-09,Madhya Pradesh,Burhanpur,23,20,0
2025-04-09,Madhya Pradesh,Chhatarpur,110,82,1
2025-04-09,Madhya Pradesh,Chhindwara,115,19,0
2025-04-09,Madhya Pradesh,Damoh,63,22,0
2025-04-09,Madhya Pradesh,Datia,96,38,0
2025-04-09,Madhya Pradesh,Dewas,66,40,1
2025-04-09,Madhya Pradesh,Dhar,36,18,1
2025-04-09,Madhya Pradesh,Dindori,32,2,0
2025-04-09,Madhya Pradesh,East Nimar,38,11,0
2025-04-09,Madhya Pradesh,Guna,154,50,0
2025-04-09,Madhya Pradesh,Gwalior,114,50,4
2025-04-09,Madhya Pradesh,Harda,13,9,0
2025-04-09,Madhya Pradesh,Harda *,9,2,0
2025-04-09,Madhya Pradesh,Hoshangabad,73,19,0
2025-04-09,Madhya Pradesh,Indore,80,47,0
2025-04-09,Madhya Pradesh,Jabalpur,142,21,0
2025-04-09,Madhya Pradesh,Jhabua,38,18,0
2025-04-09,Madhya Pradesh,Katni,54,26,0
2025-04-09,Madhya Pradesh,Khandwa,42,9,0
2025-04-09,Madhya Pradesh,Khargone,116,74,8
2025-04-09,Madhya Pradesh,Maihar,4,1,0
2025-04-09,Madhya Pradesh,Mandla,45,6,0
2025-04-09,Madhya Pradesh,Mandsaur,38,8,0
2025-04-09,Madhya Pradesh,Mauganj,7,2,0
2025-04-09,Madhya Pradesh,Morena,113,79,5
2025-04-09,Madhya Pradesh,Narmadapuram,5,4,0
2025-04-09,Madhya Pradesh,Narsimhapur,13,6,0
2025-04-09,Madhya Pradesh,Narsinghpur,27,34,1
2025-04-09,Madhya Pradesh,Neemuch,62,15,0
2025-04-09,Madhya Pradesh,Niwari,4,1,0
2025-04-09,Madhya Pradesh,Pandhurna,1,0,0
2025-04-09,Madhya Pradesh,Panna,101,40,0
2025-04-09,Madhya Pradesh,Raisen,134,29,1
2025-04-09,Madhya Pradesh,Rajgarh,98,35,0
2025-04-09,Madhya Pradesh,Ratlam,49,17,1
2025-04-09,Madhya Pradesh,Rewa,105,34,0
2025-04-09,Madhya Pradesh,Sagar,111,22,2
2025-04-09,Madhya Pradesh,Satna,139,37,0
2025-04-09,Madhya Pradesh,Sehore,54,13,0
2025-04-09,Madhya Pradesh,Seoni,84,10,0
2025-04-09,Madhya Pradesh,Shahdol,25,8,0
2025-04-09,Madhya Pradesh,Shajapur,87,23,0
2025-04-09,Madhya Pradesh,Sheopur,30,28,3
2025-04-09,Madhya Pradesh,Shivpuri,94,97,1
2025-04-09,Madhya Pradesh,Sidhi,52,12,0
2025-04-09,Madhya Pradesh,Singrauli,67,15,0
2025-04-09,Madhya Pradesh,Tikamgarh,93,42,0
2025-04-09,Madhya Pradesh,Ujjain,213,27,1
2025-04-09,Madhya Pradesh,Umaria,52,30,1
2025-04-09,Madhya Pradesh,Vidisha,116,23,0
2025-04-09,Madhya Pradesh,West Nimar,20,3,0
2025-04-09,Maharashtra,Ahmadnagar,120,81,4
2025-04-09,Maharashtra,Ahmed Nagar,2,1,0
2025-04-09,Maharashtra,Akola,58,15,0
2025-04-09,Maharashtra,Amravati,76,13,1
2025-04-09,Maharashtra,Aurangabad,154,66,0
2025-04-09,Maharashtra,Beed,91,46,4
2025-04-09,Maharashtra,Bhandara,31,1,0
2025-04-09,Maharashtra,Bid,10,4,0
2025-04-09,Maharashtra,Buldana,20,3,0
2025-04-09,Maharashtra,Buldhana,64,18,1
2025-04-09,Maharashtra,Chandrapur,49,7,0
2025-04-09,Maharashtra,Chatrapati Sambhaji Nagar,2,5,0
2025-04-09,Maharashtra,Chhatrapati Sambhajinagar,8,3,0
2025-04-09,Maharashtra,Dharashiv,1,0,0
2025-04-09,Maharashtra,Dhule,75,91,2
2025-04-09,Maharashtra,Gadchiroli,40,10,0
2025-04-09,Maharashtra,Gondiya,60,1,0
2025-04-09,Maharashtra,Gondiya *,1,0,0
2025-04-09,Maharashtra,Hingoli,55,18,2
2025-04-09,Maharashtra,Jalgaon,154,71,2
2025-04-09,Maharashtra,Jalna,85,23,1
2025-04-09,Maharashtra,Kolhapur,99,27,2
2025-04-09,Maharashtra,Latur,90,36,0
2025-04-09,Maharashtra,Mumbai,92,63,0
2025-04-09,Maharashtra,Mumbai City,31,4,0
2025-04-09,Maharashtra,Mumbai Suburban,73,43,2
2025-04-09,Maharashtra,Mumbai( Sub Urban ),1,0,0
2025-04-09,Maharashtra,Nagpur,132,17,1
2025-04-09,Maharashtra,Nanded,145,38,0
2025-04-09,Maharashtra,Nandurbar,54,26,7
2025-04-09,Maharashtra,Nandurbar *,2,0,0
2025-04-09,Maharashtra,Nashik,225,94,1
2025-04-09,Maharashtra,Osmanabad,53,16,0
2025-04-09,Maharashtra,Palghar,54,31,1
2025-04-09,Maharashtra,Parbhani,94,20,1
2025-04-09,Maharashtra,Pune,239,93,13
2025-04-09,Maharashtra,Raigad,19,4,1
2025-04-09,Maharashtra,Raigarh,51,7,0
2025-04-09,Maharashtra,Ratnagiri,26,5,0
2025-04-09,Maharashtra,Sangli,64,29,6
2025-04-09,Maharashtra,Satara,82,9,2
2025-04-09,Maharashtra,Sindhudurg,17,1,0
2025-04-09,Maharashtra,Solapur,120,57,0
2025-04-09,Maharashtra,Thane,214,91,2
2025-04-09,Maharashtra,Wardha,25,3,0
2025-04-09,Maharashtra,Washim,37,3,0
2025-04-09,Maharashtra,Washim *,0,1,0
2025-04-09,Maharashtra,Yavatmal,88,22,1
2025-04-09,Manipur,Bishnupur,4,13,1
2025-04-09,Manipur,Chandel,3,17,0
2025-04-09,Manipur,Churachandpur,8,20,1
2025-04-09,Manipur,Imphal East,9,12,0
2025-04-09,Manipur,Imphal West,7,5,0
2025-04-09,Manipur,Jiribam,1,0,0
2025-04-09,Manipur,Senapati,7,10,0
2025-04-09,Manipur,Tamenglong,2,19,0
2025-04-09,Manipur,Thoubal,10,10,0
2025-04-09,Manipur,Ukhrul,4,8,0
2025-04-09,Meghalaya,East Garo Hills,6,36,9
2025-04-09,Meghalaya,East Jaintia Hills,3,11,14
2025-04-09,Meghalaya,East Khasi Hills,13,34,40
2025-04-09,Meghalaya,Eastern West Khasi Hills,0,7,0
2025-04-09,Meghalaya,North Garo Hills,7,26,5
2025-04-09,Meghalaya,Ri Bhoi,6,26,17
2025-04-09,Meghalaya,South Garo Hills,3,10,22
2025-04-09,Meghalaya,South West Garo Hills,10,7,8
2025-04-09,Meghalaya,South West Khasi Hills,6,2,7
2025-04-09,Meghalaya,West Garo Hills,25,33,10
2025-04-09,Meghalaya,West Jaintia Hills,10,20,19
2025-04-09,Meghalaya,West Khasi Hills,4,21,14
2025-04-09,Mizoram,Aizawl,11,6,0
2025-04-09,Mizoram,Champhai,13,2,0
2025-04-09,Mizoram,Khawzawl,1,0,0
2025-04-09,Mizoram,Lawngtlai,7,2,0
2025-04-09,Mizoram,Lunglei,0,2,0
2025-04-09,Mizoram,Mamit,4,1,0
2025-04-09,Mizoram,Mammit,1,0,0
2025-04-09,Mizoram,Saiha,0,1,0
2025-04-09,Nagaland,Dimapur,3,11,1
2025-04-09,Nagaland,Kiphire,1,1,0
2025-04-09,Nagaland,Kohima,3,9,0
2025-04-09,Nagaland,Longleng,0,0,2
2025-04-09,Nagaland,Mokokchung,4,3,1
2025-04-09,Nagaland,Mon,4,7,1
2025-04-09,Nagaland,Peren,7,7,0
2025-04-09,Nagaland,Phek,2,4,0
2025-04-09,Nagaland,Shamator,0,8,0
2025-04-09,Nagaland,Tuensang,3,6,0
2025-04-09,Nagaland,Wokha,1,1,1
2025-04-09,Nagaland,Zunheboto,1,6,0
2025-04-09,Odisha,ANUGUL,0,1,0
2025-04-09,Odisha,Angul,47,15,0
2025-04-09,Odisha,Balangir,104,17,0
2025-04-09,Odisha,Baleshwar,18,4,0
2025-04-09,Odisha,Baleswar,119,18,1
2025-04-09,Odisha,Bargarh,47,10,0
2025-04-09,Odisha,Baudh,1,0,0
2025-04-09,Odisha,Bhadrak,36,28,0
2025-04-09,Odisha,Boudh,35,5,0
2025-04-09,Odisha,Cuttack,64,20,0
2025-04-09,Odisha,Debagarh,7,4,1
2025-04-09,Odisha,Dhenkanal,49,15,0
2025-04-09,Odisha,Gajapati,59,6,2
2025-04-09,Odisha,Ganjam,152,35,0
2025-04-09,Odisha,JAJPUR,22,7,0
2025-04-09,Odisha,Jagatsinghapur,28,10,0
2025-04-09,Odisha,Jagatsinghpur,6,2,0
2025-04-09,Odisha,Jajapur,35,8,0
2025-04-09,Odisha,Jharsuguda,11,2,0
2025-04-09,Odisha,Kalahandi,93,25,1
2025-04-09,Odisha,Kandhamal,63,10,0
2025-04-09,Odisha,Kendrapara,60,21,0
2025-04-09,Odisha,Kendujhar,64,24,0
2025-04-09,Odisha,Khorda,36,7,0
2025-04-09,Odisha,Khordha,3,1,0
2025-04-09,Odisha,Koraput,94,23,0
2025-04-09,Odisha,Malkangiri,98,16,0
2025-04-09,Odisha,Mayurbhanj,140,34,0
2025-04-09,Odisha,NUAPADA,1,0,0
2025-04-09,Odisha,Nabarangapur,86,52,0
2025-04-09,Odisha,Nayagarh,59,10,0
2025-04-09,Odisha,Nuapada,77,12,0
2025-04-09,Odisha,Puri,66,9,0
2025-04-09,Odisha,Rayagada,41,13,0
2025-04-09,Odisha,Sambalpur,44,10,0
2025-04-09,Odisha,Sonapur,31,4,0
2025-04-09,Odisha,Subarnapur,4,2,0
2025-04-09,Odisha,Sundargarh,6,2,0
2025-04-09,Odisha,Sundergarh,80,12,0
2025-04-09,Orissa,Anugul,2,0,0
2025-04-09,Orissa,Balangir,11,0,0
2025-04-09,Orissa,Baleshwar,7,0,0
2025-04-09,Orissa,Bargarh,4,0,0
2025-04-09,Orissa,Bhadrak,4,0,0
2025-04-09,Orissa,Cuttack,4,1,0
2025-04-09,Orissa,Dhenkanal,3,0,0
2025-04-09,Orissa,Ganjam,12,3,0
2025-04-09,Orissa,Jharsuguda,1,0,0
2025-04-09,Orissa,Kendrapara,2,0,0
2025-04-09,Orissa,Kendujhar,1,0,0
2025-04-09,Orissa,Khordha,7,1,0
2025-04-09,Orissa,Koraput,4,0,0
2025-04-09,Orissa,Malkangiri,1,0,0
2025-04-09,Orissa,Nayagarh,1,0,0
2025-04-09,Orissa,Puri,9,2,0
2025-04-09,Orissa,Rayagada,0,1,0
2025-04-09,Orissa,Sundargarh,4,0,0
2025-04-09,Pondicherry,Karaikal,3,1,0
2025-04-09,Pondicherry,Pondicherry,37,1,0
2025-04-09,Puducherry,Karaikal,2,0,0
2025-04-09,Puducherry,Puducherry,17,3,1
2025-04-09,Punjab,Amritsar,55,13,0
2025-04-09,Punjab,Barnala,6,0,0
2025-04-09,Punjab,Bathinda,37,1,0
2025-04-09,Punjab,Faridkot,16,3,0
2025-04-09,Punjab,Fatehgarh Sahib,13,2,0
2025-04-09,Punjab,Fazilka,41,4,0
2025-04-09,Punjab,Ferozepur,27,2,0
2025-04-09,Punjab,Firozpur,7,4,0
2025-04-09,Punjab,Gurdaspur,53,5,0
2025-04-09,Punjab,Hoshiarpur,24,2,1
2025-04-09,Punjab,Jalandhar,38,3,1
2025-04-09,Punjab,Kapurthala,14,3,8
2025-04-09,Punjab,Ludhiana,47,17,3
2025-04-09,Punjab,Malerkotla,6,0,0
2025-04-09,Punjab,Mansa,5,1,0
2025-04-09,Punjab,Moga,25,8,0
2025-04-09,Punjab,Muktsar,6,0,0
2025-04-09,Punjab,Pathankot,10,1,0
2025-04-09,Punjab,Patiala,50,3,0
2025-04-09,Punjab,Rupnagar,19,1,0
2025-04-09,Punjab,S.A.S Nagar(Mohali),4,1,0
2025-04-09,Punjab,SAS Nagar (Mohali),33,10,0
2025-04-09,Punjab,Sangrur,16,1,0
2025-04-09,Punjab,Shaheed Bhagat Singh Nagar,7,4,0
2025-04-09,Punjab,Sri Muktsar Sahib,26,7,0
2025-04-09,Punjab,Tarn Taran,33,3,0
2025-04-09,Rajasthan,Ajmer,92,31,5
2025-04-09,Rajasthan,Alwar,292,119,2
2025-04-09,Rajasthan,Banswara,39,25,0
2025-04-09,Rajasthan,Baran,100,32,1
2025-04-09,Rajasthan,Barmer,157,78,0
2025-04-09,Rajasthan,Bharatpur,228,116,4
2025-04-09,Rajasthan,Bhilwara,84,38,3
2025-04-09,Rajasthan,Bikaner,83,59,1
2025-04-09,Rajasthan,Bundi,51,24,0
2025-04-09,Rajasthan,Chittaurgarh,3,1,0
2025-04-09,Rajasthan,Chittorgarh,43,21,1
2025-04-09,Rajasthan,Churu,120,47,1
2025-04-09,Rajasthan,Dausa,93,25,0
2025-04-09,Rajasthan,Dhaulpur,3,2,0
2025-04-09,Rajasthan,Dholpur,121,36,0
2025-04-09,Rajasthan,Dungarpur,28,28,0
2025-04-09,Rajasthan,Ganganagar,83,32,0
2025-04-09,Rajasthan,Hanumangarh,89,15,0
2025-04-09,Rajasthan,Jaipur,269,106,2
2025-04-09,Rajasthan,Jaisalmer,28,22,0
2025-04-09,Rajasthan,Jalor,133,82,0
2025-04-09,Rajasthan,Jhalawar,96,32,0
2025-04-09,Rajasthan,Jhunjhunu,3,1,0
2025-04-09,Rajasthan,Jhunjhunun,128,47,0
2025-04-09,Rajasthan,Jodhpur,169,60,0
2025-04-09,Rajasthan,Karauli,95,42,0
2025-04-09,Rajasthan,Kota,73,26,1
2025-04-09,Rajasthan,Nagaur,224,78,0
2025-04-09,Rajasthan,Pali,84,39,0
2025-04-09,Rajasthan,Pratapgarh,41,17,0
2025-04-09,Rajasthan,Rajsamand,38,20,1
2025-04-09,Rajasthan,Sawai Madhopur,85,32,1
2025-04-09,Rajasthan,Sikar,183,48,1
2025-04-09,Rajasthan,Sirohi,48,24,0
2025-04-09,Rajasthan,Tonk,84,14,0
2025-04-09,Rajasthan,Udaipur,133,86,0
2025-04-09,Sikkim,East,5,6,0
2025-04-09,Sikkim,East Sikkim,6,3,0
2025-04-09,Sikkim,South,0,2,0
2025-04-09,Sikkim,South Sikkim,4,2,0
2025-04-09,Sikkim,West,4,2,1
2025-04-09,Sikkim,West Sikkim,7,4,3
2025-04-09,Tamil Nadu,Ariyalur,25,7,0
2025-04-09,Tamil Nadu,Chengalpattu,5,3,0
2025-04-09,Tamil Nadu,Chennai,104,29,0
2025-04-09,Tamil Nadu,Coimbatore,104,21,0
2025-04-09,Tamil Nadu,Cuddalore,123,12,0
2025-04-09,Tamil Nadu,Dharmapuri,46,10,0
2025-04-09,Tamil Nadu,Dindigul,61,26,0
2025-04-09,Tamil Nadu,Erode,58,14,0
2025-04-09,Tamil Nadu,Kallakurichi,1,1,0
2025-04-09,Tamil Nadu,Kancheepuram,133,52,0
2025-04-09,Tamil Nadu,Kanniyakumari,26,1,0
2025-04-09,Tamil Nadu,Kanyakumari,22,1,0
2025-04-09,Tamil Nadu,Karur,42,5,0
2025-04-09,Tamil Nadu,Krishnagiri,47,7,0
2025-04-09,Tamil Nadu,Madurai,112,12,0
2025-04-09,Tamil Nadu,Mayiladuthurai,11,2,0
2025-04-09,Tamil Nadu,Nagapattinam,54,10,0
2025-04-09,Tamil Nadu,Namakkal,59,6,0
2025-04-09,Tamil Nadu,Perambalur,23,4,0
2025-04-09,Tamil Nadu,Pudukkottai,67,19,1
2025-04-09,Tamil Nadu,Ramanathapuram,33,6,0
2025-04-09,Tamil Nadu,Salem,93,26,0
2025-04-09,Tamil Nadu,Sivaganga,36,6,0
2025-04-09,Tamil Nadu,Tenkasi,19,0,0
2025-04-09,Tamil Nadu,Thanjavur,68,16,0
2025-04-09,Tamil Nadu,The Nilgiris,11,3,0
2025-04-09,Tamil Nadu,Theni,31,4,0
2025-04-09,Tamil Nadu,Thiruvallur,2,0,0
2025-04-09,Tamil Nadu,Thiruvarur,67,14,0
2025-04-09,Tamil Nadu,Thoothukkudi,33,8,0
2025-04-09,Tamil Nadu,Tiruchirappalli,113,19,0
2025-04-09,Tamil Nadu,Tirunelveli,114,12,0
2025-04-09,Tamil Nadu,Tirupattur,11,1,0
2025-04-09,Tamil Nadu,Tiruppur,68,12,0
2025-04-09,Tamil Nadu,Tiruvallur,115,35,1
2025-04-09,Tamil Nadu,Tiruvannamalai,110,7,0
2025-04-09,Tamil Nadu,Vellore,97,13,0
2025-04-09,Tamil Nadu,Villupuram,61,7,0
2025-04-09,Tamil Nadu,Viluppuram,45,6,0
2025-04-09,Tamil Nadu,Virudhunagar,53,8,0
2025-04-09,Telangana,Adilabad,62,9,0
2025-04-09,Telangana,Bhadradri Kothagudem,34,12,1
2025-04-09,Telangana,Hanumakonda,18,2,0
