date,state,district,bio_age_5_17,bio_age_17_plus
2025-01-05,Delhi,East Delhi,7213,10678
2025-01-05,Delhi,Najafgarh,15,155
2025-01-05,Delhi,New Delhi,271,259
2025-01-05,Delhi,North Delhi,3388,5005
2025-01-05,Delhi,North East,351,7754
2025-01-05,Delhi,North East Delhi,11102,10130
2025-01-05,Delhi,North West Delhi,18087,28734
2025-01-05,Delhi,Shahdara,440,913
2025-01-05,Delhi,South Delhi,12807,18274
2025-01-05,Delhi,South East Delhi,35,47
2025-01-05,Delhi,South West Delhi,8454,10524
2025-01-05,Delhi,West Delhi,9666,15641
2025-01-05,Goa,North Goa,2049,2289
2025-01-05,Goa,South Goa,2202,2188
2025-01-05,Gujarat,Ahmadabad,191,2644
2025-01-05,Gujarat,Ahmedabad,26986,37810
2025-01-05,Gujarat,Amreli,5434,4540
2025-01-05,Gujarat,Anand,7432,9057
2025-01-05,Gujarat,Arvalli,2360,1242
2025-01-05,Gujarat,Banaskantha,7142,8480
2025-01-05,Gujarat,Bharuch,5135,5066
2025-01-05,Gujarat,Bhavnagar,10156,10611
2025-01-05,Gujarat,Botad,1370,752
2025-01-05,Gujarat,Chhotaudepur,3901,2781
2025-01-05,Gujarat,Dahod,8377,6855
2025-01-05,Gujarat,Devbhumi Dwarka,2476,1165
2025-01-05,Gujarat,Dohad,354,1586
2025-01-05,Gujarat,Gandhinagar,5323,6353
2025-01-05,Gujarat,Gir Somnath,2737,1688
2025-01-05,Gujarat,Jamnagar,7695,6573
2025-01-05,Gujarat,Junagadh,4568,9031
2025-01-05,Gujarat,Kachchh,10768,8013
2025-01-05,Gujarat,Kheda,6775,7951
2025-01-05,Gujarat,Mahesana,5382,7238
2025-01-05,Gujarat,Mahisagar,2174,1643
2025-01-05,Gujarat,Morbi,3969,1670
2025-01-05,Gujarat,Narmada,2301,3087
2025-01-05,Gujarat,Navsari,2904,2740
2025-01-05,Gujarat,Panchmahals,4063,7124
2025-01-05,Gujarat,Patan,4496,4617
2025-01-05,Gujarat,Porbandar,2491,2696
2025-01-05,Gujarat,Rajkot,13186,13774
2025-01-05,Gujarat,Sabarkantha,5473,6221
2025-01-05,Gujarat,Surat,20703,21712
2025-01-05,Gujarat,Surendra Nagar,6836,7004
2025-01-05,Gujarat,Tapi,2307,2764
2025-01-05,Gujarat,The Dangs,2509,2393
2025-01-05,Gujarat,Vadodara,9922,17396
2025-01-05,Gujarat,Valsad,5074,5660
2025-01-05,Haryana,Ambala,2595,5584
2025-01-05,Haryana,Bhiwani,3560,6956
2025-01-05,Haryana,Charkhi Dadri,275,866
2025-01-05,Haryana,Faridabad,4394,6637
2025-01-05,Haryana,Fatehabad,2589,4161
2025-01-05,Haryana,Gurgaon,3638,4559
2025-01-05,Haryana,Hisar,5072,7266
2025-01-05,Haryana,Jhajjar,2083,3670
2025-01-05,Haryana,Jind,3306,6372
2025-01-05,Haryana,Kaithal,2881,5344
2025-01-05,Haryana,Karnal,3021,7129
2025-01-05,Haryana,Kurukshetra,2344,5548
2025-01-05,Haryana,Mahendragarh,1634,3057
2025-01-05,Haryana,Mewat,3067,3114
2025-01-05,Haryana,Palwal,2611,3067
2025-01-05,Haryana,Panchkula,1714,2447
2025-01-05,Haryana,Panipat,2801,5034
2025-01-05,Haryana,Rewari,1794,2565
2025-01-05,Haryana,Rohtak,2482,6085
2025-01-05,Haryana,Sirsa,3439,6291
2025-01-05,Haryana,Sonipat,3382,6491
2025-01-05,Haryana,Yamuna Nagar,3222,6665
2025-01-05,Himachal Pradesh,Bilaspur,543,1318
2025-01-05,Himachal Pradesh,Chamba,930,2000
2025-01-05,Himachal Pradesh,Hamirpur,586,1034
2025-01-05,Himachal Pradesh,Kangra,2600,4361
2025-01-05,Himachal Pradesh,Kinnaur,127,207
2025-01-05,Himachal Pradesh,Kullu,667,1074
2025-01-05,Himachal Pradesh,Mandi,1730,3266
2025-01-05,Himachal Pradesh,Shimla,1060,2141
2025-01-05,Himachal Pradesh,Sirmaur,1182,1518
2025-01-05,Himachal Pradesh,Solan,1152,2021
2025-01-05,Himachal Pradesh,Una,844,1693
2025-01-05,Jammu and Kashmir,Anantnag,2647,2361
2025-01-05,Jammu and Kashmir,Badgam,550,987
2025-01-05,Jammu and Kashmir,Bandipore,1156,1116
2025-01-05,Jammu and Kashmir,Baramula,2233,3890
2025-01-05,Jammu and Kashmir,Budgam,2067,553
2025-01-05,Jammu and Kashmir,Doda,1938,1969
2025-01-05,Jammu and Kashmir,Ganderbal,572,798
2025-01-05,Jammu and Kashmir,Jammu,3268,6010
2025-01-05,Jammu and Kashmir,Kargil,86,103
2025-01-05,Jammu and Kashmir,Kathua,2143,1970
2025-01-05,Jammu and Kashmir,Kishtwar,1890,1547
2025-01-05,Jammu and Kashmir,Kulgam,1479,1398
2025-01-05,Jammu and Kashmir,Kupwara,2283,2807
2025-01-05,Jammu and Kashmir,Leh,73,56
2025-01-05,Jammu and Kashmir,Pulwama,1112,1397
2025-01-05,Jammu and Kashmir,Punch,1537,1698
2025-01-05,Jammu and Kashmir,Rajouri,2079,2244
2025-01-05,Jammu and Kashmir,Ramban,1728,996
2025-01-05,Jammu and Kashmir,Reasi,1873,1309
2025-01-05,Jammu and Kashmir,Samba,462,493
2025-01-05,Jammu and Kashmir,Shupiyan,810,733
2025-01-05,Jammu and Kashmir,Srinagar,1888,4427
2025-01-05,Jammu and Kashmir,Udhampur,2221,2341
2025-01-05,Jharkhand,Bokaro,6177,7932
2025-01-05,Jharkhand,Chatra,2477,3025
2025-01-05,Jharkhand,Deoghar,3670,3923
2025-01-05,Jharkhand,Dhanbad,5975,10849
2025-01-05,Jharkhand,Dumka,3576,4535
2025-01-05,Jharkhand,East Singhbhum,7935,9554
2025-01-05,Jharkhand,Garhwa,3835,5172
2025-01-05,Jharkhand,Garhwa *,65,379
2025-01-05,Jharkhand,Giridih,5697,6079
2025-01-05,Jharkhand,Godda,4276,3593
2025-01-05,Jharkhand,Gumla,3857,8406
2025-01-05,Jharkhand,Hazaribag,157,640
2025-01-05,Jharkhand,Hazaribagh,3961,3948
2025-01-05,Jharkhand,Jamtara,2169,2513
2025-01-05,Jharkhand,Khunti,1600,2746
2025-01-05,Jharkhand,Kodarma,123,458
2025-01-05,Jharkhand,Koderma,2018,2415
2025-01-05,Jharkhand,Latehar,2121,1986
2025-01-05,Jharkhand,Lohardaga,1411,2759
2025-01-05,Jharkhand,Pakaur,115,167
2025-01-05,Jharkhand,Pakur,3455,2024
2025-01-05,Jharkhand,Palamau,24,173
2025-01-05,Jharkhand,Palamu,4879,5455
2025-01-05,Jharkhand,Pashchimi Singhbhum,554,1401
2025-01-05,Jharkhand,Purbi Singhbhum,655,2125
2025-01-05,Jharkhand,Ramgarh,1944,2231
2025-01-05,Jharkhand,Ranchi,6079,13339
2025-01-05,Jharkhand,Sahebganj,5129,3510
2025-01-05,Jharkhand,Sahibganj,58,145
2025-01-05,Jharkhand,Seraikela-Kharsawan,3961,4442
2025-01-05,Jharkhand,Seraikela-kharsawan,342,1431
2025-01-05,Jharkhand,Simdega,2513,5907
2025-01-05,Jharkhand,West Singhbhum,8463,9863
2025-01-05,Karnataka,Bagalkot,5232,4284
2025-01-05,Karnataka,Bagalkot *,31,54
2025-01-05,Karnataka,Ballari,3568,1489
2025-01-05,Karnataka,Bangalore,8792,17856
2025-01-05,Karnataka,Bangalore Rural,3142,2161
2025-01-05,Karnataka,Belagavi,6509,3387
2025-01-05,Karnataka,Belgaum,5911,8088
2025-01-05,Karnataka,Bellary,4390,4354
2025-01-05,Karnataka,Bengaluru,22508,19332
2025-01-05,Karnataka,Bidar,4061,4348
2025-01-05,Karnataka,Bijapur,2461,4056
2025-01-05,Karnataka,Chamarajanagar,47,152
2025-01-05,Karnataka,Chamrajanagar,2278,1667
2025-01-05,Karnataka,Chamrajnagar,72,155
2025-01-05,Karnataka,Chickmagalur,1409,1868
2025-01-05,Karnataka,Chikkaballapur,3354,2327
2025-01-05,Karnataka,Chikkamagaluru,1666,686
2025-01-05,Karnataka,Chikmagalur,42,108
2025-01-05,Karnataka,Chitradurga,5145,3765
2025-01-05,Karnataka,Dakshina Kannada,6122,4229
2025-01-05,Karnataka,Davanagere,76,379
2025-01-05,Karnataka,Davangere,6359,6019
2025-01-05,Karnataka,Dharwad,5773,5683
2025-01-05,Karnataka,Gadag,3784,2254
2025-01-05,Karnataka,Gadag *,48,95
2025-01-05,Karnataka,Gulbarga,2506,4686
2025-01-05,Karnataka,Hasan,385,892
2025-01-05,Karnataka,Hassan,4707,2426
2025-01-05,Karnataka,Haveri,4944,5385
2025-01-05,Karnataka,Haveri *,45,151
2025-01-05,Karnataka,Kalaburagi,5253,3154
2025-01-05,Karnataka,Kodagu,1543,1096
2025-01-05,Karnataka,Kolar,5179,3878
2025-01-05,Karnataka,Koppal,4851,3125
2025-01-05,Karnataka,Mandya,5982,4304
2025-01-05,Karnataka,Mysore,2634,4356
2025-01-05,Karnataka,Mysuru,4685,3119
2025-01-05,Karnataka,Raichur,6937,6392
2025-01-05,Karnataka,Ramanagar,3499,2369
2025-01-05,Karnataka,Shimoga,1359,2213
2025-01-05,Karnataka,Shivamogga,3585,1454
2025-01-05,Karnataka,Tumakuru,4581,2187
2025-01-05,Karnataka,Tumkur,3666,5276
2025-01-05,Karnataka,Udupi,3341,1379
2025-01-05,Karnataka,Uttara Kannada,4025,2290
2025-01-05,Karnataka,Vijayanagara,1099,2954
2025-01-05,Karnataka,Vijayapura,3969,2127
2025-01-05,Karnataka,Yadgir,4320,3817
2025-01-05,Karnataka,yadgir,77,248
2025-01-05,Kerala,Alappuzha,6743,6924
2025-01-05,Kerala,Ernakulam,14483,11650
2025-01-05,Kerala,Idukki,3849,3625
2025-01-05,Kerala,Kannur,9785,7844
2025-01-05,Kerala,Kasaragod,6753,4286
2025-01-05,Kerala,Kasargod,14,81
2025-01-05,Kerala,Kollam,9489,10764
2025-01-05,Kerala,Kottayam,5931,6195
2025-01-05,Kerala,Kozhikode,11230,9081
2025-01-05,Kerala,Malappuram,19020,15466
2025-01-05,Kerala,Palakkad,12059,12731
2025-01-05,Kerala,Pathanamthitta,3840,5534
2025-01-05,Kerala,Thiruvananthapuram,9780,12344
2025-01-05,Kerala,Thrissur,12809,10040
2025-01-05,Kerala,Wayanad,2450,2691
2025-01-05,Ladakh,Kargil,110,169
2025-01-05,Ladakh,Leh,126,147
2025-01-05,Lakshadweep,Lakshadweep,330,371
2025-01-05,Madhya Pradesh,Agar Malwa,841,1203
2025-01-05,Madhya Pradesh,Alirajpur,6203,4179
2025-01-05,Madhya Pradesh,Anuppur,5999,5131
2025-01-05,Madhya Pradesh,Ashok Nagar,7612,3198
2025-01-05,Madhya Pradesh,Balaghat,9527,7651
2025-01-05,Madhya Pradesh,Barwani,13286,9751
2025-01-05,Madhya Pradesh,Betul,7335,8768
2025-01-05,Madhya Pradesh,Bhind,6903,3011
2025-01-05,Madhya Pradesh,Bhopal,15573,12290
2025-01-05,Madhya Pradesh,Burhanpur,5674,5891
2025-01-05,Madhya Pradesh,Chhatarpur,11668,7228
2025-01-05,Madhya Pradesh,Chhindwara,10252,10305
2025-01-05,Madhya Pradesh,Damoh,9967,5839
2025-01-05,Madhya Pradesh,Datia,4143,2035
2025-01-05,Madhya Pradesh,Dewas,6519,5984
2025-01-05,Madhya Pradesh,Dhar,15939,9186
2025-01-05,Madhya Pradesh,Dindori,5198,3608
2025-01-05,Madhya Pradesh,East Nimar,1421,3575
2025-01-05,Madhya Pradesh,Guna,13763,5675
2025-01-05,Madhya Pradesh,Gwalior,10115,6888
2025-01-05,Madhya Pradesh,Harda,2304,1931
2025-01-05,Madhya Pradesh,Harda *,234,886
2025-01-05,Madhya Pradesh,Hoshangabad,6421,6345
2025-01-05,Madhya Pradesh,Indore,13712,13401
2025-01-05,Madhya Pradesh,Jabalpur,9240,7673
2025-01-05,Madhya Pradesh,Jhabua,7472,3874
2025-01-05,Madhya Pradesh,Katni,5971,4594
2025-01-05,Madhya Pradesh,Khandwa,5422,2663
2025-01-05,Madhya Pradesh,Khargone,12093,10083
2025-01-05,Madhya Pradesh,Mandla,5699,3652
2025-01-05,Madhya Pradesh,Mandsaur,6827,5260
2025-01-05,Madhya Pradesh,Mauganj,16,57
2025-01-05,Madhya Pradesh,Morena,14885,5592
2025-01-05,Madhya Pradesh,Narmadapuram,183,724
2025-01-05,Madhya Pradesh,Narsimhapur,254,829
2025-01-05,Madhya Pradesh,Narsinghpur,4437,3011
2025-01-05,Madhya Pradesh,Neemuch,5948,3106
2025-01-05,Madhya Pradesh,Niwari,172,167
2025-01-05,Madhya Pradesh,Panna,8098,4489
2025-01-05,Madhya Pradesh,Raisen,14220,5558
2025-01-05,Madhya Pradesh,Rajgarh,12653,9470
2025-01-05,Madhya Pradesh,Ratlam,10135,6574
2025-01-05,Madhya Pradesh,Rewa,19729,8248
2025-01-05,Madhya Pradesh,Sagar,13782,7704
2025-01-05,Madhya Pradesh,Satna,14010,7218
2025-01-05,Madhya Pradesh,Sehore,8701,7423
2025-01-05,Madhya Pradesh,Seoni,7207,5208
2025-01-05,Madhya Pradesh,Shahdol,6223,4920
2025-01-05,Madhya Pradesh,Shajapur,9285,7605
2025-01-05,Madhya Pradesh,Sheopur,5608,2771
2025-01-05,Madhya Pradesh,Shivpuri,12507,6663
2025-01-05,Madhya Pradesh,Sidhi,12495,4528
2025-01-05,Madhya Pradesh,Singrauli,11020,2964
2025-01-05,Madhya Pradesh,Tikamgarh,13118,7236
2025-01-05,Madhya Pradesh,Ujjain,9806,6639
2025-01-05,Madhya Pradesh,Umaria,2665,1952
2025-01-05,Madhya Pradesh,Vidisha,8890,6068
2025-01-05,Madhya Pradesh,West Nimar,357,845
2025-01-05,Maharashtra,Ahmadnagar,10752,21200
2025-01-05,Maharashtra,Ahmed Nagar,30,159
2025-01-05,Maharashtra,Akola,4847,14365
2025-01-05,Maharashtra,Amravati,8696,25649
2025-01-05,Maharashtra,Aurangabad,8874,21550
2025-01-05,Maharashtra,Beed,8378,19884
2025-01-05,Maharashtra,Bhandara,2463,8202
2025-01-05,Maharashtra,Bid,14,250
2025-01-05,Maharashtra,Buldana,221,2483
2025-01-05,Maharashtra,Buldhana,5768,11685
2025-01-05,Maharashtra,Chandrapur,6205,17308
2025-01-05,Maharashtra,Chatrapati Sambhaji Nagar,50,285
2025-01-05,Maharashtra,Chhatrapati Sambhajinagar,119,458
2025-01-05,Maharashtra,Dharashiv,12,44
2025-01-05,Maharashtra,Dhule,7137,14966
2025-01-05,Maharashtra,Gadchiroli,3105,8605
2025-01-05,Maharashtra,Gondiya,2717,6983
2025-01-05,Maharashtra,Hingoli,3574,8537
2025-01-05,Maharashtra,Jalgaon,12305,30929
2025-01-05,Maharashtra,Jalna,5279,13214
2025-01-05,Maharashtra,Kolhapur,11630,19495
2025-01-05,Maharashtra,Latur,7842,28794
2025-01-05,Maharashtra,Mumbai,14123,31216
2025-01-05,Maharashtra,Mumbai City,2638,2445
2025-01-05,Maharashtra,Mumbai Suburban,8945,8965
2025-01-05,Maharashtra,Mumbai( Sub Urban ),33,187
2025-01-05,Maharashtra,Nagpur,12341,27562
2025-01-05,Maharashtra,Nanded,8711,25421
2025-01-05,Maharashtra,Nandurbar,6834,17456
2025-01-05,Maharashtra,Nashik,15830,34979
2025-01-05,Maharashtra,Osmanabad,6156,13014
2025-01-05,Maharashtra,Palghar,9368,9054
2025-01-05,Maharashtra,Parbhani,6247,14276
2025-01-05,Maharashtra,Pune,27138,34384
2025-01-05,Maharashtra,Raigad,303,1130
2025-01-05,Maharashtra,Raigarh,5929,8732
2025-01-05,Maharashtra,Ratnagiri,4055,7555
2025-01-05,Maharashtra,Sangli,6910,13750
2025-01-05,Maharashtra,Satara,7704,11503
2025-01-05,Maharashtra,Sindhudurg,1494,2406
2025-01-05,Maharashtra,Solapur,12393,25168
2025-01-05,Maharashtra,Thane,19874,39799
2025-01-05,Maharashtra,Wardha,2949,9005
2025-01-05,Maharashtra,Washim,3295,10789
2025-01-05,Maharashtra,Yavatmal,6927,23720
2025-01-05,Manipur,Bishnupur,895,531
2025-01-05,Manipur,Chandel,327,308
2025-01-05,Manipur,Churachandpur,666,752
2025-01-05,Manipur,Imphal East,1500,1170
2025-01-05,Manipur,Imphal West,1611,1244
2025-01-05,Manipur,Jiribam,28,229
2025-01-05,Manipur,Kakching,83,54
2025-01-05,Manipur,Senapati,701,1258
2025-01-05,Manipur,Tamenglong,273,446
2025-01-05,Manipur,Thoubal,1534,1147
2025-01-05,Manipur,Ukhrul,411,634
2025-01-05,Meghalaya,East Garo Hills,154,311
2025-01-05,Meghalaya,East Jaintia Hills,168,100
2025-01-05,Meghalaya,East Khasi Hills,838,1732
2025-01-05,Meghalaya,North Garo Hills,92,55
2025-01-05,Meghalaya,Ri Bhoi,222,223
2025-01-05,Meghalaya,South Garo Hills,56,125
2025-01-05,Meghalaya,South West Garo Hills,230,291
2025-01-05,Meghalaya,South West Khasi Hills,365,119
2025-01-05,Meghalaya,West Garo Hills,1022,3790
2025-01-05,Meghalaya,West Jaintia Hills,401,227
2025-01-05,Meghalaya,West Khasi Hills,335,370
2025-01-05,Mizoram,Aizawl,1038,887
2025-01-05,Mizoram,Champhai,656,346
2025-01-05,Mizoram,Kolasib,377,268
2025-01-05,Mizoram,Lawngtlai,583,544
2025-01-05,Mizoram,Lunglei,1048,591
2025-01-05,Mizoram,Mamit,540,128
2025-01-05,Mizoram,Mammit,82,58
2025-01-05,Mizoram,Saiha,177,126
2025-01-05,Mizoram,Serchhip,232,239
2025-01-05,Nagaland,Chumukedima,36,102
2025-01-05,Nagaland,Dimapur,550,2092
2025-01-05,Nagaland,Kiphire,268,471
2025-01-05,Nagaland,Kohima,231,1575
2025-01-05,Nagaland,Longleng,60,203
2025-01-05,Nagaland,Mokokchung,160,1241
2025-01-05,Nagaland,Mon,398,986
2025-01-05,Nagaland,Niuland,14,30
2025-01-05,Nagaland,Noklak,27,96
2025-01-05,Nagaland,Peren,165,545
2025-01-05,Nagaland,Phek,154,1094
2025-01-05,Nagaland,Tseminyu,19,55
2025-01-05,Nagaland,Tuensang,265,1384
2025-01-05,Nagaland,Wokha,160,776
2025-01-05,Nagaland,Zunheboto,99,911
2025-01-05,Odisha,ANUGUL,18,14
2025-01-05,Odisha,Angul,3657,4400
2025-01-05,Odisha,Anugul,10,57
2025-01-05,Odisha,Balangir,5403,5212
2025-01-05,Odisha,Baleshwar,743,1989
2025-01-05,Odisha,Baleswar,7115,5905
2025-01-05,Odisha,Bargarh,3673,4914
2025-01-05,Odisha,Baudh,63,393
2025-01-05,Odisha,Bhadrak,4829,4970
2025-01-05,Odisha,Boudh,1100,1416
2025-01-05,Odisha,Cuttack,7329,9848
2025-01-05,Odisha,Debagarh,997,1154
2025-01-05,Odisha,Dhenkanal,3908,5083
2025-01-05,Odisha,Gajapati,3404,3637
2025-01-05,Odisha,Ganjam,13224,11705
2025-01-05,Odisha,JAJPUR,2351,2012
2025-01-05,Odisha,Jagatsinghapur,2513,2683
2025-01-05,Odisha,Jagatsinghpur,222,923
2025-01-05,Odisha,Jajapur,3703,3662
2025-01-05,Odisha,Jajpur,27,25
2025-01-05,Odisha,Jharsuguda,1322,1497
2025-01-05,Odisha,Kalahandi,4081,6162
2025-01-05,Odisha,Kandhamal,3042,3395
2025-01-05,Odisha,Kendrapara,4115,4911
2025-01-05,Odisha,Kendujhar,7313,7645
2025-01-05,Odisha,Khorda,5310,6509
2025-01-05,Odisha,Khordha,77,295
2025-01-05,Odisha,Koraput,4472,5755
2025-01-05,Odisha,Malkangiri,2683,2328
2025-01-05,Odisha,Mayurbhanj,9915,11102
2025-01-05,Odisha,Nabarangapur,5652,5744
2025-01-05,Odisha,Nayagarh,3146,4285
2025-01-05,Odisha,Nuapada,1883,2542
2025-01-05,Odisha,Puri,3900,4558
2025-01-05,Odisha,Rayagada,3326,3059
2025-01-05,Odisha,Sambalpur,2799,3167
2025-01-05,Odisha,Sonapur,1792,1372
2025-01-05,Odisha,Subarnapur,246,548
2025-01-05,Odisha,Sundargarh,460,1351
2025-01-05,Odisha,Sundergarh,6859,6243
2025-01-05,Odisha,jajpur,21,16
2025-01-05,Orissa,Balangir,256,1081
2025-01-05,Orissa,Baleshwar,145,295
2025-01-05,Orissa,Bargarh,27,87
2025-01-05,Orissa,Bhadrak,123,372
2025-01-05,Orissa,Cuttack,104,574
2025-01-05,Orissa,Dhenkanal,46,90
2025-01-05,Orissa,Ganjam,229,690
2025-01-05,Orissa,Jajapur,34,71
2025-01-05,Orissa,Kendujhar,13,55
2025-01-05,Orissa,Khordha,128,1234
2025-01-05,Orissa,Koraput,20,69
2025-01-05,Orissa,Nayagarh,12,34
2025-01-05,Orissa,Puri,76,292
2025-01-05,Orissa,Rayagada,12,78
2025-01-05,Pondicherry,Pondicherry,632,1678
2025-01-05,Puducherry,Karaikal,567,853
2025-01-05,Puducherry,Puducherry,1664,1225
2025-01-05,Punjab,Amritsar,4809,12680
2025-01-05,Punjab,Barnala,1426,2412
2025-01-05,Punjab,Bathinda,3280,6189
2025-01-05,Punjab,Faridkot,1756,2828
2025-01-05,Punjab,Fatehgarh Sahib,1324,2490
2025-01-05,Punjab,Fazilka,2615,3900
2025-01-05,Punjab,Ferozepur,1719,3471
2025-01-05,Punjab,Firozpur,47,364
2025-01-05,Punjab,Gurdaspur,3494,9071
2025-01-05,Punjab,Hoshiarpur,3279,7156
2025-01-05,Punjab,Jalandhar,4547,11979
2025-01-05,Punjab,Kapurthala,1762,5143
2025-01-05,Punjab,Ludhiana,8273,15090
2025-01-05,Punjab,Malerkotla,696,1246
2025-01-05,Punjab,Mansa,2309,4700
2025-01-05,Punjab,Moga,2535,5081
2025-01-05,Punjab,Muktsar,63,766
2025-01-05,Punjab,Pathankot,953,1554
2025-01-05,Punjab,Patiala,7008,8087
2025-01-05,Punjab,Rupnagar,1581,3548
2025-01-05,Punjab,SAS Nagar (Mohali),2734,3450
2025-01-05,Punjab,Sangrur,3507,5546
2025-01-05,Punjab,Shaheed Bhagat Singh Nagar,1455,2209
2025-01-05,Punjab,Sri Muktsar Sahib,1859,3299
2025-01-05,Punjab,Tarn Taran,2384,6834
2025-01-05,Rajasthan,Ajmer,4645,6589
2025-01-05,Rajasthan,Alwar,7561,10382
2025-01-05,Rajasthan,Banswara,2205,3712
2025-01-05,Rajasthan,Baran,2119,3301
2025-01-05,Rajasthan,Barmer,5786,7592
2025-01-05,Rajasthan,Bharatpur,4546,6419
2025-01-05,Rajasthan,Bhilwara,3291,4164
2025-01-05,Rajasthan,Bikaner,3428,6913
2025-01-05,Rajasthan,Bundi,1915,2780
2025-01-05,Rajasthan,Chittaurgarh,23,117
2025-01-05,Rajasthan,Chittorgarh,2099,2450
2025-01-05,Rajasthan,Churu,3930,6946
2025-01-05,Rajasthan,Dausa,3437,4940
2025-01-05,Rajasthan,Dholpur,3239,2816
2025-01-05,Rajasthan,Dungarpur,2128,3100
2025-01-05,Rajasthan,Ganganagar,3100,6370
2025-01-05,Rajasthan,Hanumangarh,2730,5715
2025-01-05,Rajasthan,Jaipur,12897,22745
2025-01-05,Rajasthan,Jaisalmer,1218,1954
2025-01-05,Rajasthan,Jalor,2775,4881
2025-01-05,Rajasthan,Jhalawar,1688,3065
2025-01-05,Rajasthan,Jhunjhunu,16,61
2025-01-05,Rajasthan,Jhunjhunun,3186,6997
2025-01-05,Rajasthan,Jodhpur,7037,11109
2025-01-05,Rajasthan,Karauli,3996,3254
2025-01-05,Rajasthan,Kota,2917,4564
2025-01-05,Rajasthan,Nagaur,7766,11141
2025-01-05,Rajasthan,Pali,4638,8816
2025-01-05,Rajasthan,Pratapgarh,1573,1989
2025-01-05,Rajasthan,Rajsamand,2012,2688
2025-01-05,Rajasthan,Sawai Madhopur,2957,3667
2025-01-05,Rajasthan,Sikar,6620,9884
2025-01-05,Rajasthan,Sirohi,2157,3583
2025-01-05,Rajasthan,Tonk,2736,3996
2025-01-05,Rajasthan,Udaipur,5502,7488
2025-01-05,Sikkim,East,373,405
2025-01-05,Sikkim,East Sikkim,288,186
2025-01-05,Sikkim,North Sikkim,42,39
2025-01-05,Sikkim,South,169,264
2025-01-05,Sikkim,South Sikkim,207,88
2025-01-05,Sikkim,West,196,284
2025-01-05,Sikkim,West Sikkim,269,162
2025-01-05,Tamil Nadu,Ariyalur,3288,5623
2025-01-05,Tamil Nadu,Chengalpattu,246,244
2025-01-05,Tamil Nadu,Chennai,10494,14069
2025-01-05,Tamil Nadu,Coimbatore,11391,18515
2025-01-05,Tamil Nadu,Cuddalore,9753,8580
2025-01-05,Tamil Nadu,Dharmapuri,5269,3623
2025-01-05,Tamil Nadu,Dindigul,6447,13730
2025-01-05,Tamil Nadu,Erode,6144,9260
2025-01-05,Tamil Nadu,Kallakurichi,235,267
2025-01-05,Tamil Nadu,Kancheepuram,12512,12815
2025-01-05,Tamil Nadu,Kanniyakumari,3412,4824
2025-01-05,Tamil Nadu,Kanyakumari,2722,971
2025-01-05,Tamil Nadu,Karur,3015,3114
2025-01-05,Tamil Nadu,Krishnagiri,6711,4807
2025-01-05,Tamil Nadu,Madurai,10264,12920
2025-01-05,Tamil Nadu,Mayiladuthurai,61,16
2025-01-05,Tamil Nadu,Nagapattinam,4350,4403
2025-01-05,Tamil Nadu,Namakkal,4830,8230
2025-01-05,Tamil Nadu,Perambalur,3395,2814
2025-01-05,Tamil Nadu,Pudukkottai,6212,7897
2025-01-05,Tamil Nadu,Ramanathapuram,5613,6345
2025-01-05,Tamil Nadu,Salem,11295,13534
2025-01-05,Tamil Nadu,Sivaganga,4581,4940
2025-01-05,Tamil Nadu,Tenkasi,169,156
2025-01-05,Tamil Nadu,Thanjavur,6270,11725
2025-01-05,Tamil Nadu,The Nilgiris,2255,2325
2025-01-05,Tamil Nadu,Theni,4675,5234
2025-01-05,Tamil Nadu,Thiruvallur,93,133
2025-01-05,Tamil Nadu,Thiruvarur,2306,3829
2025-01-05,Tamil Nadu,Thoothukkudi,4809,7408
2025-01-05,Tamil Nadu,Tiruchirappalli,7749,13335
2025-01-05,Tamil Nadu,Tirunelveli,7143,11212
2025-01-05,Tamil Nadu,Tirupattur,587,324
2025-01-05,Tamil Nadu,Tiruppur,8344,9137
2025-01-05,Tamil Nadu,Tiruvallur,12823,12598
2025-01-05,Tamil Nadu,Tiruvannamalai,8800,6099
2025-01-05,Tamil Nadu,Vellore,8950,9217
2025-01-05,Tamil Nadu,Villupuram,7360,3746
2025-01-05,Tamil Nadu,Viluppuram,1991,5135
2025-01-05,Tamil Nadu,Virudhunagar,5832,6712
2025-01-05,Telangana,Adilabad,4366,2628
2025-01-05,Telangana,Bhadradri Kothagudem,768,637
2025-01-05,Telangana,Hanumakonda,211,812
2025-01-05,Telangana,Hyderabad,11273,10381
2025-01-05,Telangana,Jagitial,632,450
2025-01-05,Telangana,Jangoan,197,207
2025-01-05,Telangana,Jayashankar Bhupalpally,224,258
2025-01-05,Telangana,Jogulamba Gadwal,438,518
2025-01-05,Telangana,K.v. Rangareddy,12254,11168
2025-01-05,Telangana,Kamareddy,530,556
2025-01-05,Telangana,Karimnagar,10235,6136
2025-01-05,Telangana,Khammam,4718,1750
2025-01-05,Telangana,Komaram Bheem,338,387
2025-01-05,Telangana,Mahabubabad,479,398
2025-01-05,Telangana,Mahabubnagar,10931,7444
2025-01-05,Telangana,Mancherial,651,504
2025-01-05,Telangana,Medak,6326,4874
2025-01-05,Telangana,Medchal-malkajgiri,1259,1794
2025-01-05,Telangana,Mulugu,310,276
2025-01-05,Telangana,Nagarkurnool,564,397
2025-01-05,Telangana,Nalgonda,9860,5568
2025-01-05,Telangana,Narayanpet,193,213
